stimuliName	valence	arousal	dominance	liking	familiarity	relevance	emotionCateg	Quadrant	FivePointScale	MouseClick
neutral_1.mp4	7.01	7.04	6.04	4.0	3.0	3.84	{'0': [u'Excited: Very enthusiastic and eager', u'', u'', u'', '']}	HVHA	['very much']	[56.31313395500183]
12.m4v	8.74	8.2	8.53	5.0	5.0	4.95	{'1': [u'Joyous: Full of happiness and joy', u'', u'', u'', ''], '0': [u'Delighted: Feeling or showing great pleasure', u'', u'', u'', '']}	HVHA	['very much', 'very much']	[7.650582313537598, 15.290037393569946]
5.mp4	4.02	6.04	5.93	5.0	5.0	4.85	{'1': [u'', u'', u'Sad: Feeling or showing sorrow, unhappy', u'', ''], '0': [u'', u'', u'Sad: Feeling or showing sorrow, unhappy', u'', '']}	HVHA	['very much', 'quit a bit']	[27.029753923416138, 45.484837770462036]
15.mp4	4.98	5.91	6.93	4.0	4.0	4.82	{'1': [u'', u'', u'Miserable: wretchedly unhappy or uncomfortable', u'', ''], '0': [u'', u'', u'Taken Aback: Shock or surprise someone.', u'', ''], '2': [u'', u'', u'Miserable: wretchedly unhappy or uncomfortable', u'', '']}	HVHA	['quit a bit', 'quit a bit', 'quit a bit']	[6.866756916046143, 36.37171506881714, 58.020102977752686]
24.mp4	1.95	7.03	8.22	3.0	4.0	3.71	{'0': [u'', u'Startled: Feeling or showing sudden shock or alarm.', u'', u'', '']}	HVHA	['quit a bit']	[27.941329956054688]
neutral_2.mp4	5.27	5.33	5.27	4.0	3.0	3.05	{}	n/a	n/a	n/a
27.mp4	2.03	3.01	7.08	4.0	4.0	4.06	{'0': [u'', u'', u'Sad: Feeling or showing sorrow, unhappy', u'', '']}	HVHA	['quit a bit']	[56.40670084953308]
3.mp4	7.91	5.04	8.41	5.0	4.0	3.62	{}	n/a	n/a	n/a
2.m4v	1.55	4.96	7.99	4.0	4.0	3.18	{'1': [u'', u'', u'Sad: Feeling or showing sorrow, unhappy', u'', ''], '0': [u'', u'Startled: Feeling or showing sudden shock or alarm.', u'', u'', '']}	HVHA	['quit a bit', 'very much']	[28.370824098587036, 53.5465350151062]
16.mp4	2.07	5.96	6.97	4.0	4.0	3.6	{'1': [u'', u'Angry: Feeling or showing strong annoyance, displeasure, or hostility, full of anger', u'', u'', ''], '0': [u'', u'Angry: Feeling or showing strong annoyance, displeasure, or hostility, full of anger', u'', u'', '']}	HVHA	['very much', 'very much']	[21.356905221939087, 44.0417902469635]
1.mp4	5.96	7.06	7.06	5.0	4.0	3.84	{'1': [u'', u'Alarmed: An anxious awareness of danger', u'', u'', ''], '0': [u'', u'Afraid: Worried that something undesirable will occur or be done', u'', u'', '']}	HVHA	['very much', 'quit a bit']	[34.30322313308716, 48.98080110549927]
